date,longs,shorts
2025-11-22 00:00:00+00:00,"['AAVE', 'ARB', 'INJ']","['BTC', 'OP', 'DOGE']"
2025-11-23 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-24 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-25 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-26 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-27 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-28 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-29 00:00:00+00:00,"['OP', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-11-30 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-01 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-02 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-03 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-04 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-05 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-06 00:00:00+00:00,"['SOL', 'DOGE', 'INJ']","['BTC', 'ETH', 'TIA']"
2025-12-07 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-08 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-09 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-10 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-11 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-12 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-13 00:00:00+00:00,"['UNI', 'INJ', 'TIA']","['ETH', 'AVAX', 'LINK']"
2025-12-14 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-15 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-16 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-17 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-18 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-19 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-20 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'SOL', 'AAVE']"
2025-12-21 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-22 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-23 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-24 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-25 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-26 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-27 00:00:00+00:00,"['AAVE', 'INJ', 'TIA']","['BTC', 'ETH', 'UNI']"
2025-12-28 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2025-12-29 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2025-12-30 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2025-12-31 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2026-01-01 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2026-01-02 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2026-01-03 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['AVAX', 'UNI', 'TIA']"
2026-01-04 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-05 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-06 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-07 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-08 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-09 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-10 00:00:00+00:00,"['BTC', 'ETH', 'UNI']","['OP', 'DOGE', 'TIA']"
2026-01-11 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-12 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-13 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-14 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-15 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-16 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-17 00:00:00+00:00,"['ARB', 'DOGE', 'UNI']","['BTC', 'SOL', 'AAVE']"
2026-01-18 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-19 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-20 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-21 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-22 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-23 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-24 00:00:00+00:00,"['AVAX', 'INJ', 'TIA']","['BTC', 'ETH', 'AAVE']"
2026-01-25 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-01-26 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-01-27 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-01-28 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-01-29 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-01-30 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-01-31 00:00:00+00:00,"['SOL', 'ARB', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-02-01 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-02 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-03 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-04 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-05 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-06 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-07 00:00:00+00:00,"['ETH', 'AAVE', 'OP']","['BTC', 'AVAX', 'DOGE']"
2026-02-08 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-09 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-10 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-11 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-12 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-13 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-14 00:00:00+00:00,"['SOL', 'ARB', 'INJ']","['BTC', 'ETH', 'LINK']"
2026-02-15 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-16 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-17 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-18 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-19 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-20 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-21 00:00:00+00:00,"['BTC', 'ETH', 'LINK']","['AAVE', 'DOGE', 'TIA']"
2026-02-22 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-02-23 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-02-24 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-02-25 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-02-26 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-02-27 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-02-28 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'UNI', 'INJ']"
2026-03-01 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-02 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-03 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-04 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-05 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-06 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-07 00:00:00+00:00,"['AAVE', 'DOGE', 'INJ']","['AVAX', 'ARB', 'UNI']"
2026-03-08 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-09 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-10 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-11 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-12 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-13 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-14 00:00:00+00:00,"['ARB', 'OP', 'INJ']","['ETH', 'LINK', 'DOGE']"
2026-03-15 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-16 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-17 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-18 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-19 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-20 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-21 00:00:00+00:00,"['BTC', 'AAVE', 'DOGE']","['SOL', 'OP', 'TIA']"
2026-03-22 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-23 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-24 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-25 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-26 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-27 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-28 00:00:00+00:00,"['ARB', 'OP', 'TIA']","['BTC', 'SOL', 'INJ']"
2026-03-29 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-03-30 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-03-31 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-04-01 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-04-02 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-04-03 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-04-04 00:00:00+00:00,"['AVAX', 'AAVE', 'TIA']","['BTC', 'DOGE', 'UNI']"
2026-04-05 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-06 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-07 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-08 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-09 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-10 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-11 00:00:00+00:00,"['AAVE', 'UNI', 'TIA']","['BTC', 'AVAX', 'ARB']"
2026-04-12 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-13 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-14 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-15 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-16 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-17 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-18 00:00:00+00:00,"['AAVE', 'OP', 'UNI']","['BTC', 'ETH', 'ARB']"
2026-04-19 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-20 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-21 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-22 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-23 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-24 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-25 00:00:00+00:00,"['ETH', 'AVAX', 'AAVE']","['ARB', 'OP', 'TIA']"
2026-04-26 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-04-27 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-04-28 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-04-29 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-04-30 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-05-01 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-05-02 00:00:00+00:00,"['AVAX', 'UNI', 'TIA']","['AAVE', 'DOGE', 'INJ']"
2026-05-03 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-04 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-05 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-06 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-07 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-08 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-09 00:00:00+00:00,"['AAVE', 'ARB', 'TIA']","['BTC', 'DOGE', 'INJ']"
2026-05-10 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['ARB', 'OP', 'TIA']"
2026-05-11 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['ARB', 'OP', 'TIA']"
2026-05-12 00:00:00+00:00,"['BTC', 'ETH', 'DOGE']","['UNI', 'INJ', 'TIA']"
